1;0;2702;18.000000;949;0.000000;0.0
1;1;2707;18.000000;941;0.295765;0.0
1;2;2695;18.000000;945;-0.983467;0.0
1;3;2710;18.000000;946;0.865609;0.0
1;4;2699;18.000000;957;3.849498;0.0
1;5;2714;18.000000;953;1.801259;0.0
1;6;2708;18.000000;961;2.769928;0.0
2;0;2978;18.300000;904;0.000000;0.0
2;1;2964;18.300000;912;-0.125149;0.0
2;2;2973;18.300000;908;0.539670;0.0
2;3;2977;18.300000;919;1.401071;0.0
2;4;2956;18.300000;916;-1.035650;0.0
2;5;2974;18.300000;927;2.180845;0.0
2;6;2951;18.300000;925;4.427962;0.0
2;7;2966;18.300000;931;2.975652;0.0
2;8;2959;18.300000;939;3.492262;0.0
3;0;3401;12.400000;1078;0.000000;0.0
3;1;3403;12.400000;1061;0.119830;0.0
3;2;3397;12.400000;1063;-0.631814;0.0
3;3;3408;12.400000;1066;0.941320;0.0
3;4;3395;12.400000;1072;4.413256;0.0
3;5;3408;12.400000;1075;2.234156;0.0
3;6;3402;12.400000;1078;3.243880;0.0
4;0;2454;10.100000;986;0.000000;0.0
4;1;2453;10.100000;973;-0.669018;0.0
4;2;2403;10.100000;972;-1.446390;0.0
4;3;2472;10.100000;972;1.153710;0.0
4;4;2462;10.100000;983;2.382503;0.0
5;0;3219;10.300000;923;0.000000;0.0
5;1;3205;10.300000;905;-0.028567;0.0
5;2;3196;10.300000;907;-0.885757;0.0
5;3;3319;10.300000;981;2.096578;0.0
6;0;3207;10.100000;1126;0.000000;0.0
6;1;3184;10.100000;1115;-0.731624;0.0
6;2;3195;10.100000;1112;0.352215;0.0
6;3;3181;10.100000;1126;4.415209;0.0
6;4;3309;10.100000;1127;1.605516;0.0
6;5;3187;10.100000;1131;3.659986;0.0
7;0;3146;11.900000;793;0.000000;0.0
7;1;3155;11.900000;790;0.565984;0.0
7;2;3145;11.900000;789;-0.764836;0.0
7;3;3140;11.900000;796;4.686135;0.0
7;4;3196;11.900000;785;1.320580;0.0
7;5;3145;11.900000;804;3.801906;0.0
7;6;3155;11.900000;805;2.677184;0.0
8;0;2815;12.500000;993;0.000000;0.0
8;1;2825;12.500000;982;-0.000796;0.0
8;2;2817;12.500000;986;-0.951226;0.0
8;3;2834;12.500000;986;0.937367;0.0
8;4;2816;12.500000;995;4.352978;0.0
8;5;2833;12.500000;995;2.018867;0.0
8;6;2822;12.500000;1000;3.589553;0.0
8;7;2827;12.500000;1005;2.983032;0.0
9;0;2581;12.800000;980;0.000000;0.0
9;1;2581;12.800000;968;-0.595500;0.0
9;2;2590;12.800000;969;0.374498;0.0
9;3;2575;12.800000;976;-1.350109;0.0
9;4;2598;12.800000;975;1.288392;0.0
9;5;2580;12.800000;987;3.799669;0.0
9;6;2590;12.800000;988;2.819064;0.0
10;0;3097;10.500000;918;0.000000;0.0
10;1;3089;10.500000;904;-0.297327;0.0
10;2;3085;10.500000;914;-1.494644;0.0
10;3;3096;10.500000;905;0.425862;0.0
10;4;3105;10.500000;912;1.415855;0.0
10;5;3092;10.500000;923;3.078378;0.0
10;6;3240;10.500000;980;1.993421;0.0
11;0;3012;11.900000;965;0.000000;0.0
11;1;3022;11.900000;966;0.168310;0.0
11;2;3013;11.900000;968;-0.607726;0.0
11;3;3029;11.900000;975;1.258119;0.0
11;4;3012;11.900000;980;4.433457;0.0
11;5;3024;11.900000;986;2.662482;0.0
11;6;3017;11.900000;993;3.334425;0.0
12;0;3077;12.800000;1113;0.000000;0.0
12;1;3060;12.800000;1093;-0.111451;0.0
12;2;3053;12.800000;1101;-1.334576;0.0
12;3;3071;12.800000;1101;1.345458;0.0
12;4;3069;12.800000;1110;2.318473;0.0
12;5;3053;12.800000;1112;3.877134;0.0
12;6;3060;12.800000;1112;3.265154;0.0
13;0;3249;9.700000;1083;0.000000;0.0
13;1;3342;9.700000;1089;1.762603;0.0
13;2;3229;9.700000;1073;4.260283;0.0
14;0;3384;11.300000;984;0.000000;0.0
14;1;3444;11.300000;1035;2.188045;0.0
14;2;3389;11.300000;982;0.547801;0.0
14;3;3395;11.300000;988;1.234520;0.0
14;4;3392;11.300000;995;1.939488;0.0
14;5;3383;11.300000;999;3.060967;0.0
14;6;3377;11.300000;999;3.859703;0.0
15;0;2910;18.000000;928;0.000000;0.0
15;1;2921;18.000000;926;0.450691;0.0
15;2;2914;18.000000;927;-0.343800;0.0
15;3;2907;18.000000;935;4.656271;0.0
15;4;2931;18.000000;931;1.286370;0.0
15;5;2924;18.000000;948;2.626388;0.0
15;6;2911;18.000000;944;3.685708;0.0
15;7;2920;18.000000;943;2.808756;0.0
16;0;3060;14.300000;817;0.000000;0.0
16;1;3063;14.300000;821;0.311263;0.0
16;2;3053;14.300000;826;-0.983467;0.0
16;3;3069;14.300000;827;1.267277;0.0
16;4;3050;14.300000;831;4.601111;0.0
16;5;3071;14.300000;834;1.955310;0.0
16;6;3054;14.300000;839;3.685708;0.0
16;7;3060;14.300000;842;3.210452;0.0
17;0;3337;10.000000;1147;0.000000;0.0
17;1;3405;10.000000;1134;1.585561;0.0
17;2;3333;10.000000;1120;0.409359;0.0
17;3;3337;10.000000;1126;0.963132;0.0
17;4;3338;10.000000;1133;1.493405;0.0
17;5;3339;10.000000;1136;1.884392;0.0
18;0;2920;14.600000;1009;0.000000;0.0
18;1;2912;14.600000;1010;-0.738531;0.0
18;2;2925;14.600000;1006;0.619513;0.0
18;3;2927;14.600000;1018;1.844332;0.0
18;4;2906;14.600000;1016;-1.501761;0.0
18;5;2910;14.600000;1022;4.091461;0.0
