1;supply_node;2705;15.800000;937;-1.570000;0
1;supply_node;2737;14.900000;934;-1.570000;0
1;supply_node;2655;16.000000;932;-1.570000;0
1;supply_node;2737;15.000000;927;-1.570000;0
1;arms_factory;2721;16.600000;950;-1.570000;0
1;arms_factory;2686;15.200000;961;-1.570000;0
1;arms_factory;2686;16.400000;930;-1.570000;0
1;arms_factory;2705;16.500000;929;-1.570000;0
1;arms_factory;2704;17.000000;942;-1.570000;0
1;arms_factory;2731;14.600000;932;-1.570000;0
1;industrial_complex;2685;14.100000;981;-1.570000;0
1;industrial_complex;2710;18.800000;952;-1.570000;0
1;industrial_complex;2736;14.800000;929;-1.570000;0
1;industrial_complex;2729;14.600000;941;-1.570000;0
1;industrial_complex;2716;17.200000;942;-1.570000;0
1;industrial_complex;2662;18.000000;933;-1.570000;0
1;air_base;2712;15.900000;928;-1.570000;0
1;bunker;2736;14.800000;928;-1.570000;0
1;bunker;2698;16.600000;974;-1.570000;0
1;bunker;2740;14.400000;940;-1.570000;0
1;bunker;2716;17.700000;953;-1.570000;0
1;dockyard;2728;14.700000;936;-1.570000;0
1;anti_air_building;2675;15.000000;953;-1.570000;0
1;anti_air_building;2696;17.000000;942;-1.570000;0
1;anti_air_building;2698;17.700000;967;-1.570000;0
1;synthetic_refinery;2691;15.200000;975;-1.570000;0
1;nuclear_reactor;2694;17.600000;941;-1.570000;0
1;rocket_site;2688;16.000000;947;-1.570000;0
1;radar_station;2679;17.600000;926;-1.570000;0
1;fuel_silo;2700;15.800000;935;-1.570000;0
1;floating_harbor;2708;18.500000;951;-1.570000;0
2;supply_node;2955;14.400000;950;-1.570000;0
2;supply_node;2953;18.000000;928;-1.570000;0
2;supply_node;2948;19.000000;914;-1.570000;0
2;supply_node;2941;15.000000;954;-1.570000;0
2;arms_factory;2998;13.900000;942;-1.570000;0
2;arms_factory;2958;19.400000;910;-1.570000;0
2;arms_factory;2988;13.300000;951;-1.570000;0
2;arms_factory;2998;12.900000;955;-1.570000;0
2;arms_factory;2944;14.600000;968;-1.570000;0
2;arms_factory;2967;18.500000;903;-1.570000;0
2;industrial_complex;2964;16.400000;929;-1.570000;0
2;industrial_complex;3004;12.300000;960;-1.570000;0
2;industrial_complex;2960;19.000000;905;-1.570000;0
2;industrial_complex;2957;13.600000;964;-1.570000;0
2;industrial_complex;2964;12.900000;968;-1.570000;0
2;industrial_complex;2951;13.700000;979;-1.570000;0
2;air_base;2968;18.500000;916;-1.570000;0
2;bunker;2986;14.600000;938;-1.570000;0
2;bunker;2935;14.400000;997;-1.570000;0
2;bunker;2991;16.000000;928;-1.570000;0
2;bunker;3010;12.600000;948;-1.570000;0
2;dockyard;2942;14.900000;955;-1.570000;0
2;anti_air_building;2968;13.500000;953;-1.570000;0
2;anti_air_building;2969;14.100000;943;-1.570000;0
2;anti_air_building;2978;15.000000;938;-1.570000;0
2;synthetic_refinery;2985;16.600000;930;-1.570000;0
2;nuclear_reactor;2962;12.500000;981;-1.570000;0
2;rocket_site;2998;13.200000;953;-1.570000;0
2;radar_station;2992;14.100000;941;-1.570000;0
2;fuel_silo;2963;17.600000;924;-1.570000;0
2;floating_harbor;2970;13.300000;962;-1.570000;0
3;supply_node;3432;10.000000;1093;-1.570000;0
3;supply_node;3428;10.200000;1071;-1.570000;0
3;supply_node;3419;10.400000;1032;-1.570000;0
3;supply_node;3428;10.200000;1101;-1.570000;0
3;arms_factory;3414;11.400000;1073;-1.570000;0
3;arms_factory;3398;12.100000;1050;-1.570000;0
3;arms_factory;3396;12.900000;1076;-1.570000;0
3;arms_factory;3398;11.900000;1048;-1.570000;0
3;arms_factory;3427;9.900000;1039;-1.570000;0
3;arms_factory;3388;11.700000;1042;-1.570000;0
3;industrial_complex;3425;10.400000;1068;-1.570000;0
3;industrial_complex;3418;10.800000;1094;-1.570000;0
3;industrial_complex;3399;12.000000;1031;-1.570000;0
3;industrial_complex;3403;12.000000;1023;-1.570000;0
3;industrial_complex;3430;10.100000;1078;-1.570000;0
3;industrial_complex;3408;11.300000;1032;-1.570000;0
3;air_base;3412;11.500000;1062;-1.570000;0
3;bunker;3401;12.400000;1078;-1.570000;0
3;bunker;3415;11.200000;1058;-1.570000;0
3;bunker;3417;11.100000;1065;-1.570000;0
3;bunker;3402;12.800000;1068;-1.570000;0
3;coastal_bunker;3420;10.300000;1034;-1.570000;0
3;coastal_bunker;3436;9.800000;1094;-1.570000;0
3;coastal_bunker;3425;10.300000;1063;-1.570000;0
3;dockyard;3431;9.900000;1054;-1.570000;0
